ts_unix_ns,phase,kol_name,visibility,token_address,token_symbol,bnb_in_wei,gas_gwei,nonce,tx_hash,wallet_bnb,broadcast,limit_skip_reason
1779688805948781071,tiny,C,public,0x302c29cf6caa8bb00f5bd3d68a6fd8b26cb24444,,1000000000000000,1,161,0xa5846a76cb515c41d1a9ac9bf0938f00dcb60e229031a111e85ea21455ec2b62,0.170033,true,
1779688810077779306,tiny,O,public,0x302c29cf6caa8bb00f5bd3d68a6fd8b26cb24444,,1000000000000000,1,162,0x709b7bb0beec244a2c00ad0ad352dca109f8a4195fa6c2f9bfd9f8313c81d2c1,0.168836,true,
1779688819072862439,tiny,O,public,0xf20b6c2b869f197cdf073dd2655b566963644444,,1000000000000000,1,163,0xde12fd31daf56ae01f8ea249fa1d4fdccaaecf20606ad8bcb473e6dee6bf4d29,0.167655,true,
1779688836597482038,tiny,O,public,0xf20b6c2b869f197cdf073dd2655b566963644444,,1000000000000000,1,164,0xcb094b87f81294b30d45d4f0166d9d6aa777f6e5c5f357e770db7104eaf52ca2,0.166464,true,
1779693387516867773,tiny,A,public,0xe99aef6cf26dc7fb62dda513c69ac709a35f4444,,1000000000000000,1,167,0x4517867232ecd7aac15a2ce1278a5086b387be2effca5a6e8778de8d4a053de7,0.166762,true,
1779694577074638342,tiny,A,public,0x7a4ad157de6e827e4f79aea3266a88fcf0e74444,,1000000000000000,1,168,0x9072b8db7716c7e844b8dbf0239801001ce41298ad8874e2960a900cae633c5a,0.165565,true,
1779694744246889972,tiny,A,public,0x4e6cbe10e9f7120d19d0fdba68b092545b6d4444,,1000000000000000,1,169,0xd1a506b7218badbe0a412d9e7a079997b02d6442d99c0f14b3a76a34724fa170,0.164373,true,
1779695721991549138,tiny,A,public,0xffc3f04835fcf7b33786c3d09cff6b1f9c6d4444,,1000000000000000,1,170,0x05b6c73de22632175752070b657d0de7c723c3bcb6eb2247c8292778871f057b,0.163182,true,
1779697229164276991,tiny,A,public,0x081100976cc489992bba172f82ceb09fade84444,,1000000000000000,1,171,0x578aa3894319f42e4436d5ec8d18018f0fe260a9c9110b22ded9530f5998afcd,0.161991,true,
1779697585791675248,tiny,A,public,0x60b381134abc60a0f1d547cb38dcbd70b8684444,,1000000000000000,1,172,0xfead67103fcf5466e92b7b6b80bd1a81868b6200432e11b8ff86b0a9a32ef7c6,0.160800,true,
1779699369501169427,tiny,A,public,0xe70e700e1a344b2cd428ccb0fdd87369afd24444,,1000000000000000,1,173,0xb15af21f148fb1a2d3fd940bfcc1688d0e0a46997aed24d2af4316e23688cc71,0.159602,true,
1779700029530197351,tiny,A,public,0xc2ed8228f306b1062444e10a0addfcf303e04444,,1000000000000000,1,174,0xa3a8c768375f5ff792f680c68fe44882c51e646ab2cb511f684ee7e913f14c73,0.158488,true,
1779700225251001961,tiny,A,public,0x031c99fd0041c3ae15ba3d05a9030f007a334444,,1000000000000000,1,175,0x86781bfd6f0ef68d40a4e8524e86de5df7a2e7f4763fa3382ee740fecff18c7c,0.157364,true,
1779700250655001366,tiny,A,exit,0xc2ed8228f306b1062444e10a0addfcf303e04444,,0,1,177,0x20140dc2081037c6e9359254bbb3d82b23d4d350ebcc05833ad368e3710cbfae,0.156120,true,
1779701810092965885,tiny,A,public,0xfee313e54f52afa6054fdc50ee96aae1f07a4444,,1000000000000000,1,178,0x061df70e14dd8555dc0c80218b978fa1196379e03937c1c19270992fc3457c93,0.156776,true,
1779703273410339754,tiny,O,public,0x8ab4efe0c51af1cdf52169ab6db9f7d7c19a4444,,1000000000000000,1,179,0x06211d225efa429093b499c4496a4e3c866d29a9c128eaa15fa580fd2014fe66,0.155578,true,
1779703275398364745,tiny,D,exit,0x8ab4efe0c51af1cdf52169ab6db9f7d7c19a4444,,0,1,181,0x9920efc9131590145262e2f88cf464c5308d5d260cf391f4ef599640772645c8,0.154418,true,
1779703275411922633,tiny,D,exit,0x8ab4efe0c51af1cdf52169ab6db9f7d7c19a4444,,0,1,182,0x89fd206701552e95f93d0e05d9ef39f4f6c4f550c7a0186bba58531550d92cb1,0.154418,true,
1779703275644981844,tiny,D,exit,0x8ab4efe0c51af1cdf52169ab6db9f7d7c19a4444,,0,1,183,0xc493542b0749c7061b3096d1c805b371669048ab6847bf6fb63f362201d05c5c,0.154418,true,
